CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"9800ABW_Darkest_PM"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2020-12-27T13:25:09"

NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	260
BEGIN_DATA
195	O13	  100.00	  100.00	  100.00	 0.11401	 0.10604	 0.06375	   38.91	    8.75	    9.49	
196	P1	  130.00	  130.00	  130.00	 0.20139	 0.19240	 0.12077	   50.97	    8.01	   10.06	
197	P2	  160.00	  160.00	  160.00	 0.31203	 0.30536	 0.20302	   62.11	    6.58	    9.36	
198	P3	  230.00	  230.00	  230.00	 0.66731	 0.68793	 0.55333	   86.40	    0.88	    1.50	
199	P4	   20.00	   20.00	   20.00	 0.00783	 0.00734	 0.00489	    6.63	    3.04	    2.20	
200	P5	  170.00	  170.00	  170.00	 0.35374	 0.34900	 0.23725	   65.67	    5.91	    8.81	
201	P6	    0.00	    0.00	    0.00	 0.00292	 0.00298	 0.00260	    2.69	    0.20	   -0.26	
202	P7	   90.00	   90.00	   90.00	 0.09103	 0.08406	 0.04966	   34.82	    8.63	    9.24	
203	P8	   70.00	   70.00	   70.00	 0.05069	 0.04595	 0.02618	   25.55	    8.23	    8.32	
204	P9	  255.00	  255.00	  255.00	 0.83008	 0.86902	 0.73744	   94.70	   -1.49	   -1.79	
205	P10	    5.00	    5.00	    5.00	 0.00356	 0.00358	 0.00293	    3.24	    0.41	    0.05	
206	P11	   40.00	   40.00	   40.00	 0.01897	 0.01718	 0.01018	   13.93	    5.97	    5.39	
207	P12	  250.00	  250.00	  250.00	 0.79630	 0.83152	 0.70056	   93.08	   -1.07	   -1.31	
208	P13	    0.00	    0.00	    0.00	 0.00306	 0.00315	 0.00285	    2.84	    0.12	   -0.47	
209	Q1	   60.00	   60.00	   60.00	 0.03670	 0.03305	 0.01877	   21.23	    7.73	    7.51	
210	Q2	  200.00	  200.00	  200.00	 0.50105	 0.50611	 0.37199	   76.44	    3.52	    6.03	
211	Q3	   75.00	   75.00	   75.00	 0.05901	 0.05376	 0.03052	   27.78	    8.34	    8.85	
212	Q4	  245.00	  245.00	  245.00	 0.75899	 0.79108	 0.65969	   91.28	   -0.77	   -0.65	
213	Q5	   20.00	   20.00	   20.00	 0.00786	 0.00734	 0.00496	    6.63	    3.17	    2.06	
214	Q6	  125.00	  125.00	  125.00	 0.18464	 0.17556	 0.10962	   48.95	    8.22	    9.94	
215	Q7	    5.00	    5.00	    5.00	 0.00342	 0.00344	 0.00281	    3.11	    0.42	    0.06	
216	Q8	  140.00	  140.00	  140.00	 0.23386	 0.22526	 0.14493	   54.58	    7.59	    9.69	
217	Q9	  185.00	  185.00	  185.00	 0.42528	 0.42382	 0.29769	   71.13	    5.03	    7.86	
218	Q10	   20.00	   20.00	   20.00	 0.00813	 0.00760	 0.00505	    6.87	    3.22	    2.31	
219	Q11	  250.00	  250.00	  250.00	 0.79577	 0.83101	 0.70036	   93.06	   -1.08	   -1.33	
220	Q12	   70.00	   70.00	   70.00	 0.05108	 0.04630	 0.02635	   25.65	    8.24	    8.36	
221	Q13	  115.00	  115.00	  115.00	 0.15496	 0.14592	 0.08952	   45.07	    8.61	    9.91	
222	R1	  235.00	  235.00	  235.00	 0.70056	 0.72546	 0.59219	   88.23	    0.23	    0.65	
223	R2	  200.00	  200.00	  200.00	 0.50272	 0.50793	 0.37381	   76.55	    3.49	    5.97	
224	R3	   30.00	   30.00	   30.00	 0.01309	 0.01190	 0.00729	   10.49	    5.11	    4.32	
225	R4	  130.00	  130.00	  130.00	 0.19999	 0.19113	 0.12025	   50.82	    7.95	    9.96	
226	R5	  115.00	  115.00	  115.00	 0.15632	 0.14720	 0.09079	   45.25	    8.63	    9.77	
227	R6	   15.00	   15.00	   15.00	 0.00603	 0.00575	 0.00406	    5.20	    1.94	    1.29	
228	R7	  165.00	  165.00	  165.00	 0.33255	 0.32701	 0.22062	   63.92	    6.17	    8.95	
229	R8	  135.00	  135.00	  135.00	 0.21745	 0.20852	 0.13301	   52.79	    7.85	    9.75	
230	R9	  180.00	  180.00	  180.00	 0.39960	 0.39638	 0.27447	   69.21	    5.49	    8.34	
231	R10	  205.00	  205.00	  205.00	 0.53042	 0.53828	 0.40388	   78.36	    2.96	    5.08	
232	R11	  240.00	  240.00	  240.00	 0.72883	 0.75694	 0.62605	   89.72	   -0.21	   -0.14	
233	R12	    0.00	    0.00	    0.00	 0.00318	 0.00325	 0.00282	    2.94	    0.19	   -0.26	
234	R13	  185.00	  185.00	  185.00	 0.42496	 0.42378	 0.29777	   71.13	    4.94	    7.84	
235	S1	  245.00	  245.00	  245.00	 0.76094	 0.79301	 0.66148	   91.37	   -0.75	   -0.67	
236	S2	  195.00	  195.00	  195.00	 0.47404	 0.47689	 0.34665	   74.63	    3.98	    6.47	
237	S3	  225.00	  225.00	  225.00	 0.63788	 0.65539	 0.52201	   84.76	    1.35	    2.04	
238	S4	   55.00	   55.00	   55.00	 0.03153	 0.02838	 0.01628	   19.38	    7.37	    6.97	
239	S5	  175.00	  175.00	  175.00	 0.37727	 0.37332	 0.25682	   67.53	    5.68	    8.47	
240	S6	   30.00	   30.00	   30.00	 0.01317	 0.01196	 0.00741	   10.52	    5.20	    4.17	
241	S7	  220.00	  220.00	  220.00	 0.61195	 0.62648	 0.49226	   83.26	    1.85	    2.77	
242	S8	  155.00	  155.00	  155.00	 0.29155	 0.28416	 0.18817	   60.26	    6.87	    9.30	
243	S9	   35.00	   35.00	   35.00	 0.01582	 0.01431	 0.00855	   12.16	    5.66	    4.95	
244	S10	  155.00	  155.00	  155.00	 0.29133	 0.28407	 0.18833	   60.25	    6.83	    9.25	
245	S11	  240.00	  240.00	  240.00	 0.72622	 0.75412	 0.62450	   89.59	   -0.19	   -0.21	
246	S12	  215.00	  215.00	  215.00	 0.58531	 0.59695	 0.46298	   81.67	    2.36	    3.45	
247	S13	  150.00	  150.00	  150.00	 0.27017	 0.26217	 0.17236	   58.24	    7.17	    9.34	
248	T1	  105.00	  105.00	  105.00	 0.12682	 0.11850	 0.07141	   40.98	    8.69	    9.77	
249	T2	  220.00	  220.00	  220.00	 0.60971	 0.62422	 0.49081	   83.14	    1.84	    2.73	
250	T3	    5.00	    5.00	    5.00	 0.00348	 0.00349	 0.00285	    3.15	    0.46	    0.05	
251	T4	   40.00	   40.00	   40.00	 0.01862	 0.01684	 0.00994	   13.73	    5.99	    5.42	
252	T5	  220.00	  220.00	  220.00	 0.60809	 0.62255	 0.48955	   83.05	    1.84	    2.72	
253	T6	   80.00	   80.00	   80.00	 0.06881	 0.06304	 0.03664	   30.17	    8.40	    8.78	
254	T7	   80.00	   80.00	   80.00	 0.06959	 0.06371	 0.03700	   30.33	    8.47	    8.83	
255	T8	  225.00	  225.00	  225.00	 0.63893	 0.65633	 0.52326	   84.81	    1.39	    1.98	
256	T9	  155.00	  155.00	  155.00	 0.28972	 0.28232	 0.18688	   60.10	    6.88	    9.30	
257	T10	   70.00	   70.00	   70.00	 0.05139	 0.04656	 0.02659	   25.73	    8.29	    8.31	
258	T11	   25.00	   25.00	   25.00	 0.01088	 0.00997	 0.00637	    8.97	    4.53	    3.43	
259	T12	  255.00	  255.00	  255.00	 0.82521	 0.86412	 0.73556	   94.49	   -1.53	   -1.98	
260	T13	  250.00	  250.00	  250.00	 0.79306	 0.82824	 0.69962	   92.94	   -1.09	   -1.47	
END_DATA
