CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"9800_Cold_ABW52x5_M2"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2020-12-07T15:45:02"

NUMBER_OF_FIELDS	46
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730	
END_DATA_FORMAT

NUMBER_OF_SETS	260
BEGIN_DATA
87	    0.00	    0.00	    0.00	 0.00271	 0.00285	 0.00279	    2.57	   -0.13	   -0.83	    0.0030	    0.0032	    0.0033	    0.0034	    0.0035	    0.0035	    0.0034	    0.0034	    0.0034	    0.0033	    0.0034	    0.0031	    0.0031	    0.0030	    0.0030	    0.0030	    0.0029	    0.0029	    0.0029	    0.0028	    0.0028	    0.0027	    0.0026	    0.0026	    0.0026	    0.0026	    0.0026	    0.0027	    0.0029	    0.0029	    0.0028	    0.0029	    0.0027	    0.0028	    0.0027	    0.0039	
88	   75.00	   75.00	   75.00	 0.04235	 0.04458	 0.04212	   25.13	   -0.88	   -3.27	    0.0283	    0.0301	    0.0314	    0.0323	    0.0372	    0.0447	    0.0486	    0.0513	    0.0538	    0.0554	    0.0561	    0.0560	    0.0560	    0.0525	    0.0481	    0.0489	    0.0497	    0.0421	    0.0355	    0.0373	    0.0416	    0.0430	    0.0416	    0.0402	    0.0412	    0.0438	    0.0478	    0.0539	    0.0608	    0.0643	    0.0638	    0.0611	    0.0575	    0.0571	    0.0647	    0.0818	
89	   45.00	   45.00	   45.00	 0.01471	 0.01562	 0.01479	   12.99	   -0.96	   -2.35	    0.0110	    0.0118	    0.0123	    0.0126	    0.0138	    0.0159	    0.0171	    0.0180	    0.0187	    0.0194	    0.0194	    0.0195	    0.0197	    0.0184	    0.0169	    0.0173	    0.0176	    0.0149	    0.0126	    0.0133	    0.0146	    0.0149	    0.0143	    0.0136	    0.0139	    0.0148	    0.0163	    0.0188	    0.0215	    0.0227	    0.0227	    0.0214	    0.0198	    0.0197	    0.0238	    0.0315	
90	  160.00	  160.00	  160.00	 0.25539	 0.26729	 0.24057	   58.72	   -0.98	   -3.78	    0.1657	    0.1767	    0.1843	    0.1891	    0.2187	    0.2645	    0.2841	    0.2941	    0.3037	    0.3122	    0.3145	    0.3120	    0.3090	    0.2961	    0.2808	    0.2816	    0.2834	    0.2587	    0.2349	    0.2406	    0.2548	    0.2606	    0.2576	    0.2548	    0.2587	    0.2665	    0.2780	    0.2955	    0.3135	    0.3233	    0.3235	    0.3181	    0.3101	    0.3081	    0.3251	    0.3584	
91	  130.00	  130.00	  130.00	 0.15548	 0.16263	 0.14917	   47.32	   -0.78	   -3.91	    0.1022	    0.1089	    0.1137	    0.1166	    0.1349	    0.1623	    0.1751	    0.1823	    0.1891	    0.1941	    0.1957	    0.1950	    0.1937	    0.1840	    0.1720	    0.1734	    0.1753	    0.1557	    0.1375	    0.1423	    0.1538	    0.1584	    0.1558	    0.1532	    0.1562	    0.1625	    0.1719	    0.1864	    0.2016	    0.2100	    0.2092	    0.2049	    0.1981	    0.1960	    0.2107	    0.2414	
92	  160.00	  160.00	  160.00	 0.25620	 0.26818	 0.24082	   58.81	   -0.99	   -3.68	    0.1657	    0.1767	    0.1843	    0.1891	    0.2191	    0.2646	    0.2843	    0.2944	    0.3040	    0.3121	    0.3150	    0.3127	    0.3098	    0.2970	    0.2816	    0.2824	    0.2844	    0.2596	    0.2358	    0.2416	    0.2559	    0.2616	    0.2585	    0.2556	    0.2596	    0.2674	    0.2790	    0.2965	    0.3146	    0.3244	    0.3245	    0.3192	    0.3113	    0.3096	    0.3257	    0.3595	
93	  170.00	  170.00	  170.00	 0.29714	 0.31080	 0.27773	   62.58	   -0.96	   -3.64	    0.1918	    0.2045	    0.2133	    0.2189	    0.2535	    0.3062	    0.3282	    0.3396	    0.3503	    0.3599	    0.3628	    0.3595	    0.3555	    0.3416	    0.3253	    0.3259	    0.3276	    0.3016	    0.2763	    0.2824	    0.2974	    0.3035	    0.3004	    0.2976	    0.3019	    0.3102	    0.3225	    0.3408	    0.3596	    0.3698	    0.3698	    0.3651	    0.3575	    0.3550	    0.3722	    0.4065	
94	  120.00	  120.00	  120.00	 0.12994	 0.13594	 0.12623	   43.65	   -0.74	   -4.13	    0.0865	    0.0922	    0.0962	    0.0987	    0.1134	    0.1370	    0.1482	    0.1545	    0.1601	    0.1645	    0.1654	    0.1652	    0.1642	    0.1553	    0.1444	    0.1456	    0.1475	    0.1297	    0.1133	    0.1176	    0.1280	    0.1321	    0.1297	    0.1273	    0.1300	    0.1357	    0.1443	    0.1575	    0.1716	    0.1789	    0.1786	    0.1745	    0.1674	    0.1652	    0.1789	    0.2077	
95	  115.00	  115.00	  115.00	 0.11781	 0.12328	 0.11550	   41.73	   -0.74	   -4.30	    0.0783	    0.0834	    0.0871	    0.0893	    0.1033	    0.1251	    0.1354	    0.1414	    0.1467	    0.1507	    0.1516	    0.1513	    0.1503	    0.1418	    0.1313	    0.1326	    0.1342	    0.1173	    0.1018	    0.1058	    0.1157	    0.1196	    0.1172	    0.1149	    0.1174	    0.1229	    0.1311	    0.1438	    0.1572	    0.1643	    0.1640	    0.1597	    0.1532	    0.1512	    0.1643	    0.1920	
96	    0.00	    0.00	    0.00	 0.00282	 0.00294	 0.00282	    2.66	   -0.08	   -0.74	    0.0030	    0.0032	    0.0033	    0.0034	    0.0036	    0.0036	    0.0035	    0.0035	    0.0036	    0.0033	    0.0031	    0.0029	    0.0031	    0.0031	    0.0031	    0.0031	    0.0030	    0.0030	    0.0029	    0.0029	    0.0029	    0.0028	    0.0028	    0.0027	    0.0027	    0.0027	    0.0028	    0.0028	    0.0030	    0.0029	    0.0029	    0.0029	    0.0028	    0.0028	    0.0028	    0.0025	
97	  110.00	  110.00	  110.00	 0.10488	 0.10979	 0.10390	   39.54	   -0.74	   -4.47	    0.0698	    0.0745	    0.0777	    0.0797	    0.0924	    0.1124	    0.1217	    0.1272	    0.1323	    0.1359	    0.1365	    0.1359	    0.1351	    0.1270	    0.1172	    0.1184	    0.1200	    0.1043	    0.0899	    0.0936	    0.1027	    0.1063	    0.1040	    0.1018	    0.1041	    0.1091	    0.1168	    0.1287	    0.1413	    0.1480	    0.1477	    0.1437	    0.1373	    0.1359	    0.1483	    0.1748	
98	   50.00	   50.00	   50.00	 0.01749	 0.01852	 0.01747	   14.69	   -0.91	   -2.41	    0.0118	    0.0126	    0.0131	    0.0135	    0.0157	    0.0187	    0.0203	    0.0213	    0.0221	    0.0228	    0.0233	    0.0231	    0.0233	    0.0219	    0.0201	    0.0205	    0.0208	    0.0175	    0.0148	    0.0156	    0.0173	    0.0177	    0.0170	    0.0163	    0.0167	    0.0178	    0.0196	    0.0224	    0.0257	    0.0274	    0.0270	    0.0257	    0.0236	    0.0237	    0.0282	    0.0369	
99	  135.00	  135.00	  135.00	 0.16952	 0.17766	 0.16254	   49.21	   -0.98	   -3.93	    0.1099	    0.1172	    0.1223	    0.1255	    0.1457	    0.1770	    0.1910	    0.1987	    0.2059	    0.2115	    0.2135	    0.2124	    0.2112	    0.2009	    0.1883	    0.1894	    0.1913	    0.1707	    0.1513	    0.1560	    0.1679	    0.1726	    0.1698	    0.1673	    0.1704	    0.1768	    0.1866	    0.2016	    0.2172	    0.2255	    0.2250	    0.2203	    0.2130	    0.2110	    0.2259	    0.2570	
100	  225.00	  225.00	  225.00	 0.60533	 0.63395	 0.54631	   83.65	   -1.40	   -2.50	    0.3865	    0.4121	    0.4300	    0.4412	    0.5096	    0.6120	    0.6505	    0.6673	    0.6858	    0.7057	    0.7112	    0.6951	    0.6793	    0.6649	    0.6530	    0.6497	    0.6471	    0.6281	    0.6082	    0.6094	    0.6157	    0.6188	    0.6172	    0.6166	    0.6204	    0.6268	    0.6369	    0.6508	    0.6647	    0.6736	    0.6763	    0.6763	    0.6759	    0.6769	    0.6857	    0.7025	
101	   10.00	   10.00	   10.00	 0.00407	 0.00429	 0.00396	    3.87	   -0.25	   -0.80	    0.0036	    0.0039	    0.0041	    0.0042	    0.0046	    0.0047	    0.0048	    0.0048	    0.0047	    0.0048	    0.0053	    0.0051	    0.0048	    0.0045	    0.0045	    0.0045	    0.0045	    0.0042	    0.0040	    0.0042	    0.0042	    0.0042	    0.0040	    0.0039	    0.0039	    0.0040	    0.0041	    0.0044	    0.0047	    0.0051	    0.0050	    0.0049	    0.0049	    0.0050	    0.0056	    0.0073	
102	  100.00	  100.00	  100.00	 0.08460	 0.08870	 0.08434	   35.73	   -0.81	   -4.31	    0.0570	    0.0607	    0.0633	    0.0650	    0.0749	    0.0908	    0.0986	    0.1033	    0.1075	    0.1104	    0.1108	    0.1107	    0.1101	    0.1034	    0.0952	    0.0963	    0.0976	    0.0842	    0.0719	    0.0751	    0.0827	    0.0855	    0.0834	    0.0814	    0.0835	    0.0879	    0.0946	    0.1051	    0.1163	    0.1225	    0.1219	    0.1184	    0.1127	    0.1107	    0.1220	    0.1464	
103	  125.00	  125.00	  125.00	 0.14309	 0.14972	 0.13859	   45.60	   -0.78	   -4.15	    0.0931	    0.0993	    0.1036	    0.1063	    0.1239	    0.1507	    0.1629	    0.1697	    0.1758	    0.1808	    0.1817	    0.1810	    0.1798	    0.1705	    0.1589	    0.1601	    0.1619	    0.1431	    0.1256	    0.1302	    0.1413	    0.1456	    0.1430	    0.1405	    0.1433	    0.1493	    0.1584	    0.1723	    0.1869	    0.1945	    0.1938	    0.1895	    0.1825	    0.1799	    0.1941	    0.2231	
104	  155.00	  155.00	  155.00	 0.23634	 0.24735	 0.22266	   56.82	   -0.95	   -3.69	    0.1530	    0.1632	    0.1702	    0.1747	    0.2018	    0.2441	    0.2624	    0.2722	    0.2813	    0.2891	    0.2914	    0.2897	    0.2871	    0.2747	    0.2600	    0.2609	    0.2629	    0.2390	    0.2163	    0.2219	    0.2357	    0.2412	    0.2382	    0.2355	    0.2393	    0.2469	    0.2582	    0.2750	    0.2929	    0.3023	    0.3021	    0.2970	    0.2890	    0.2868	    0.3028	    0.3362	
105	  210.00	  210.00	  210.00	 0.51003	 0.53447	 0.46394	   78.14	   -1.40	   -2.76	    0.3242	    0.3456	    0.3606	    0.3700	    0.4289	    0.5173	    0.5514	    0.5668	    0.5830	    0.5999	    0.6051	    0.5932	    0.5818	    0.5678	    0.5537	    0.5518	    0.5507	    0.5279	    0.5042	    0.5062	    0.5158	    0.5202	    0.5182	    0.5168	    0.5215	    0.5297	    0.5419	    0.5590	    0.5767	    0.5874	    0.5900	    0.5888	    0.5856	    0.5855	    0.5981	    0.6233	
106	  230.00	  230.00	  230.00	 0.63731	 0.66717	 0.57390	   85.36	   -1.36	   -2.44	    0.4053	    0.4320	    0.4508	    0.4625	    0.5354	    0.6443	    0.6842	    0.7014	    0.7202	    0.7410	    0.7464	    0.7284	    0.7109	    0.6968	    0.6856	    0.6817	    0.6784	    0.6617	    0.6441	    0.6447	    0.6492	    0.6516	    0.6505	    0.6501	    0.6535	    0.6593	    0.6685	    0.6811	    0.6939	    0.7020	    0.7057	    0.7059	    0.7065	    0.7082	    0.7154	    0.7299	
107	  100.00	  100.00	  100.00	 0.08414	 0.08824	 0.08386	   35.64	   -0.83	   -4.29	    0.0557	    0.0594	    0.0620	    0.0636	    0.0741	    0.0903	    0.0982	    0.1027	    0.1068	    0.1097	    0.1104	    0.1102	    0.1097	    0.1029	    0.0947	    0.0958	    0.0971	    0.0838	    0.0716	    0.0747	    0.0822	    0.0850	    0.0830	    0.0810	    0.0830	    0.0873	    0.0941	    0.1045	    0.1157	    0.1219	    0.1215	    0.1175	    0.1117	    0.1105	    0.1223	    0.1460	
108	   30.00	   30.00	   30.00	 0.00914	 0.00967	 0.00890	    8.71	   -0.72	   -1.58	    0.0076	    0.0081	    0.0084	    0.0087	    0.0089	    0.0099	    0.0104	    0.0108	    0.0111	    0.0116	    0.0115	    0.0113	    0.0115	    0.0111	    0.0104	    0.0106	    0.0107	    0.0093	    0.0082	    0.0086	    0.0093	    0.0093	    0.0089	    0.0086	    0.0087	    0.0091	    0.0099	    0.0113	    0.0127	    0.0133	    0.0129	    0.0124	    0.0116	    0.0116	    0.0141	    0.0198	
109	  165.00	  165.00	  165.00	 0.27605	 0.28863	 0.25885	   60.66	   -0.89	   -3.72	    0.1793	    0.1912	    0.1995	    0.2047	    0.2365	    0.2849	    0.3056	    0.3165	    0.3267	    0.3358	    0.3382	    0.3352	    0.3315	    0.3181	    0.3023	    0.3031	    0.3051	    0.2796	    0.2550	    0.2611	    0.2759	    0.2819	    0.2790	    0.2761	    0.2802	    0.2883	    0.3002	    0.3182	    0.3369	    0.3469	    0.3469	    0.3421	    0.3341	    0.3317	    0.3485	    0.3830	
110	  180.00	  180.00	  180.00	 0.34340	 0.35955	 0.31881	   66.49	   -1.13	   -3.45	    0.2223	    0.2370	    0.2473	    0.2537	    0.2927	    0.3524	    0.3772	    0.3894	    0.4015	    0.4128	    0.4167	    0.4119	    0.4067	    0.3921	    0.3753	    0.3757	    0.3774	    0.3503	    0.3239	    0.3301	    0.3454	    0.3515	    0.3481	    0.3450	    0.3492	    0.3574	    0.3697	    0.3881	    0.4072	    0.4174	    0.4177	    0.4125	    0.4050	    0.4024	    0.4195	    0.4536	
111	  135.00	  135.00	  135.00	 0.17027	 0.17827	 0.16318	   49.29	   -0.89	   -3.96	    0.1118	    0.1192	    0.1244	    0.1276	    0.1473	    0.1777	    0.1916	    0.1995	    0.2069	    0.2124	    0.2139	    0.2130	    0.2116	    0.2012	    0.1887	    0.1899	    0.1918	    0.1712	    0.1518	    0.1567	    0.1687	    0.1734	    0.1706	    0.1680	    0.1712	    0.1777	    0.1876	    0.2027	    0.2183	    0.2270	    0.2264	    0.2215	    0.2146	    0.2119	    0.2271	    0.2580	
112	   70.00	   70.00	   70.00	 0.03604	 0.03793	 0.03549	   22.98	   -0.83	   -2.87	    0.0231	    0.0246	    0.0257	    0.0264	    0.0307	    0.0376	    0.0411	    0.0433	    0.0454	    0.0468	    0.0467	    0.0473	    0.0476	    0.0447	    0.0409	    0.0416	    0.0424	    0.0358	    0.0301	    0.0318	    0.0354	    0.0366	    0.0354	    0.0343	    0.0351	    0.0374	    0.0409	    0.0463	    0.0523	    0.0556	    0.0549	    0.0527	    0.0496	    0.0492	    0.0556	    0.0705	
113	   50.00	   50.00	   50.00	 0.01775	 0.01879	 0.01768	   14.84	   -0.92	   -2.38	    0.0127	    0.0135	    0.0141	    0.0145	    0.0158	    0.0188	    0.0205	    0.0217	    0.0227	    0.0229	    0.0229	    0.0234	    0.0237	    0.0222	    0.0204	    0.0208	    0.0211	    0.0178	    0.0151	    0.0159	    0.0176	    0.0180	    0.0172	    0.0166	    0.0169	    0.0180	    0.0198	    0.0228	    0.0262	    0.0279	    0.0275	    0.0261	    0.0245	    0.0241	    0.0280	    0.0372	
114	  150.00	  150.00	  150.00	 0.21771	 0.22799	 0.20638	   54.86	   -0.98	   -3.83	    0.1409	    0.1502	    0.1567	    0.1608	    0.1865	    0.2259	    0.2432	    0.2524	    0.2610	    0.2679	    0.2702	    0.2686	    0.2663	    0.2546	    0.2403	    0.2413	    0.2432	    0.2201	    0.1980	    0.2034	    0.2167	    0.2220	    0.2191	    0.2162	    0.2198	    0.2271	    0.2381	    0.2545	    0.2717	    0.2810	    0.2808	    0.2756	    0.2675	    0.2658	    0.2816	    0.3138	
115	   95.00	   95.00	   95.00	 0.07424	 0.07791	 0.07403	   33.54	   -0.84	   -4.11	    0.0493	    0.0526	    0.0549	    0.0563	    0.0652	    0.0794	    0.0863	    0.0906	    0.0945	    0.0971	    0.0975	    0.0976	    0.0970	    0.0910	    0.0837	    0.0848	    0.0860	    0.0739	    0.0629	    0.0657	    0.0725	    0.0750	    0.0731	    0.0713	    0.0731	    0.0771	    0.0832	    0.0928	    0.1032	    0.1088	    0.1082	    0.1044	    0.0991	    0.0980	    0.1089	    0.1312	
116	   65.00	   65.00	   65.00	 0.03032	 0.03188	 0.03012	   20.78	   -0.72	   -2.92	    0.0212	    0.0226	    0.0236	    0.0242	    0.0271	    0.0322	    0.0349	    0.0368	    0.0384	    0.0393	    0.0398	    0.0398	    0.0401	    0.0376	    0.0343	    0.0350	    0.0357	    0.0300	    0.0252	    0.0267	    0.0298	    0.0308	    0.0297	    0.0286	    0.0294	    0.0313	    0.0343	    0.0391	    0.0444	    0.0471	    0.0467	    0.0449	    0.0418	    0.0416	    0.0479	    0.0617	
117	  245.00	  245.00	  245.00	 0.75152	 0.78617	 0.66975	   91.06	   -1.33	   -1.97	    0.4772	    0.5087	    0.5308	    0.5446	    0.6292	    0.7560	    0.8008	    0.8182	    0.8386	    0.8631	    0.8699	    0.8472	    0.8249	    0.8113	    0.8027	    0.7971	    0.7927	    0.7826	    0.7710	    0.7701	    0.7693	    0.7692	    0.7684	    0.7692	    0.7722	    0.7769	    0.7844	    0.7939	    0.8036	    0.8104	    0.8153	    0.8185	    0.8223	    0.8258	    0.8289	    0.8354	
118	  180.00	  180.00	  180.00	 0.34321	 0.35912	 0.31755	   66.45	   -1.05	   -3.31	    0.2211	    0.2357	    0.2460	    0.2524	    0.2914	    0.3508	    0.3754	    0.3879	    0.4000	    0.4112	    0.4150	    0.4105	    0.4056	    0.3910	    0.3743	    0.3748	    0.3766	    0.3498	    0.3236	    0.3299	    0.3452	    0.3514	    0.3482	    0.3453	    0.3496	    0.3577	    0.3701	    0.3884	    0.4075	    0.4178	    0.4182	    0.4133	    0.4057	    0.4031	    0.4200	    0.4540	
119	   85.00	   85.00	   85.00	 0.05734	 0.06022	 0.05669	   29.47	   -0.83	   -3.51	    0.0384	    0.0409	    0.0427	    0.0438	    0.0504	    0.0606	    0.0659	    0.0692	    0.0721	    0.0741	    0.0750	    0.0752	    0.0751	    0.0704	    0.0647	    0.0657	    0.0669	    0.0570	    0.0482	    0.0506	    0.0562	    0.0582	    0.0565	    0.0549	    0.0562	    0.0595	    0.0646	    0.0726	    0.0812	    0.0858	    0.0852	    0.0822	    0.0779	    0.0768	    0.0861	    0.1057	
120	  155.00	  155.00	  155.00	 0.23584	 0.24680	 0.22189	   56.76	   -0.94	   -3.64	    0.1531	    0.1632	    0.1703	    0.1747	    0.2017	    0.2431	    0.2613	    0.2711	    0.2804	    0.2882	    0.2905	    0.2888	    0.2861	    0.2739	    0.2592	    0.2603	    0.2624	    0.2386	    0.2158	    0.2214	    0.2352	    0.2408	    0.2378	    0.2350	    0.2388	    0.2463	    0.2577	    0.2747	    0.2925	    0.3019	    0.3018	    0.2967	    0.2887	    0.2867	    0.3029	    0.3365	
121	   25.00	   25.00	   25.00	 0.00734	 0.00775	 0.00708	    7.00	   -0.55	   -1.30	    0.0065	    0.0069	    0.0072	    0.0074	    0.0076	    0.0079	    0.0084	    0.0087	    0.0088	    0.0088	    0.0090	    0.0090	    0.0091	    0.0088	    0.0082	    0.0084	    0.0085	    0.0074	    0.0067	    0.0071	    0.0075	    0.0076	    0.0072	    0.0069	    0.0070	    0.0073	    0.0079	    0.0088	    0.0099	    0.0105	    0.0102	    0.0096	    0.0095	    0.0097	    0.0117	    0.0164	
122	  115.00	  115.00	  115.00	 0.11756	 0.12303	 0.11533	   41.69	   -0.75	   -4.32	    0.0787	    0.0840	    0.0876	    0.0899	    0.1033	    0.1248	    0.1351	    0.1413	    0.1467	    0.1505	    0.1512	    0.1507	    0.1499	    0.1414	    0.1311	    0.1323	    0.1340	    0.1172	    0.1017	    0.1057	    0.1155	    0.1192	    0.1169	    0.1146	    0.1170	    0.1225	    0.1307	    0.1434	    0.1569	    0.1641	    0.1636	    0.1592	    0.1521	    0.1505	    0.1630	    0.1904	
123	   15.00	   15.00	   15.00	 0.00488	 0.00514	 0.00472	    4.64	   -0.29	   -0.91	    0.0047	    0.0050	    0.0052	    0.0054	    0.0055	    0.0056	    0.0056	    0.0057	    0.0057	    0.0059	    0.0060	    0.0059	    0.0058	    0.0057	    0.0054	    0.0054	    0.0054	    0.0050	    0.0047	    0.0049	    0.0051	    0.0050	    0.0048	    0.0046	    0.0047	    0.0048	    0.0050	    0.0056	    0.0061	    0.0064	    0.0062	    0.0063	    0.0057	    0.0060	    0.0068	    0.0091	
124	  165.00	  165.00	  165.00	 0.27724	 0.28989	 0.26020	   60.77	   -0.90	   -3.76	    0.1788	    0.1906	    0.1989	    0.2041	    0.2365	    0.2863	    0.3073	    0.3182	    0.3288	    0.3378	    0.3401	    0.3367	    0.3332	    0.3197	    0.3037	    0.3045	    0.3063	    0.2808	    0.2562	    0.2621	    0.2770	    0.2830	    0.2801	    0.2773	    0.2814	    0.2895	    0.3015	    0.3194	    0.3381	    0.3481	    0.3481	    0.3433	    0.3352	    0.3329	    0.3501	    0.3838	
125	   60.00	   60.00	   60.00	 0.02520	 0.02654	 0.02515	   18.60	   -0.76	   -2.81	    0.0163	    0.0174	    0.0181	    0.0186	    0.0220	    0.0268	    0.0292	    0.0308	    0.0321	    0.0328	    0.0332	    0.0335	    0.0336	    0.0313	    0.0287	    0.0292	    0.0297	    0.0250	    0.0210	    0.0222	    0.0248	    0.0256	    0.0247	    0.0237	    0.0243	    0.0259	    0.0284	    0.0326	    0.0371	    0.0396	    0.0392	    0.0374	    0.0347	    0.0345	    0.0404	    0.0521	
126	  250.00	  250.00	  250.00	 0.79287	 0.82994	 0.70571	   93.01	   -1.45	   -1.89	    0.5044	    0.5378	    0.5611	    0.5757	    0.6642	    0.7972	    0.8440	    0.8621	    0.8834	    0.9090	    0.9163	    0.8918	    0.8677	    0.8546	    0.8469	    0.8407	    0.8359	    0.8277	    0.8179	    0.8159	    0.8126	    0.8112	    0.8103	    0.8112	    0.8142	    0.8185	    0.8256	    0.8343	    0.8432	    0.8497	    0.8549	    0.8586	    0.8628	    0.8665	    0.8681	    0.8729	
127	   55.00	   55.00	   55.00	 0.02123	 0.02244	 0.02147	   16.72	   -0.89	   -2.85	    0.0153	    0.0163	    0.0171	    0.0175	    0.0196	    0.0230	    0.0249	    0.0263	    0.0273	    0.0279	    0.0282	    0.0286	    0.0287	    0.0267	    0.0243	    0.0248	    0.0252	    0.0212	    0.0178	    0.0188	    0.0209	    0.0214	    0.0205	    0.0198	    0.0203	    0.0216	    0.0238	    0.0274	    0.0312	    0.0335	    0.0333	    0.0318	    0.0299	    0.0296	    0.0342	    0.0447	
128	  205.00	  205.00	  205.00	 0.48092	 0.50370	 0.43863	   76.30	   -1.30	   -2.88	    0.3083	    0.3286	    0.3429	    0.3518	    0.4065	    0.4885	    0.5207	    0.5357	    0.5513	    0.5672	    0.5723	    0.5618	    0.5511	    0.5368	    0.5224	    0.5207	    0.5201	    0.4966	    0.4723	    0.4749	    0.4855	    0.4904	    0.4881	    0.4866	    0.4915	    0.5001	    0.5126	    0.5305	    0.5492	    0.5601	    0.5630	    0.5615	    0.5578	    0.5577	    0.5717	    0.5989	
129	   90.00	   90.00	   90.00	 0.06558	 0.06879	 0.06529	   31.53	   -0.77	   -3.91	    0.0444	    0.0473	    0.0493	    0.0506	    0.0578	    0.0698	    0.0760	    0.0798	    0.0834	    0.0857	    0.0859	    0.0862	    0.0858	    0.0804	    0.0739	    0.0749	    0.0761	    0.0652	    0.0553	    0.0579	    0.0641	    0.0663	    0.0646	    0.0629	    0.0646	    0.0682	    0.0737	    0.0823	    0.0920	    0.0972	    0.0966	    0.0932	    0.0887	    0.0867	    0.0970	    0.1184	
130	   45.00	   45.00	   45.00	 0.01545	 0.01636	 0.01537	   13.45	   -0.87	   -2.24	    0.0115	    0.0122	    0.0127	    0.0131	    0.0142	    0.0165	    0.0178	    0.0187	    0.0197	    0.0199	    0.0200	    0.0201	    0.0204	    0.0192	    0.0177	    0.0181	    0.0183	    0.0155	    0.0132	    0.0139	    0.0153	    0.0157	    0.0150	    0.0144	    0.0147	    0.0156	    0.0172	    0.0198	    0.0225	    0.0241	    0.0239	    0.0227	    0.0219	    0.0211	    0.0251	    0.0336	
131	  140.00	  140.00	  140.00	 0.18620	 0.19491	 0.17756	   51.26	   -0.90	   -3.89	    0.1208	    0.1288	    0.1344	    0.1379	    0.1600	    0.1937	    0.2089	    0.2172	    0.2248	    0.2309	    0.2327	    0.2315	    0.2299	    0.2190	    0.2059	    0.2070	    0.2089	    0.1875	    0.1671	    0.1723	    0.1849	    0.1898	    0.1870	    0.1843	    0.1875	    0.1945	    0.2047	    0.2202	    0.2366	    0.2452	    0.2448	    0.2398	    0.2324	    0.2304	    0.2453	    0.2766	
132	  165.00	  165.00	  165.00	 0.27608	 0.28884	 0.25913	   60.68	   -0.96	   -3.73	    0.1772	    0.1889	    0.1971	    0.2022	    0.2353	    0.2852	    0.3061	    0.3168	    0.3270	    0.3364	    0.3389	    0.3359	    0.3322	    0.3187	    0.3028	    0.3035	    0.3053	    0.2799	    0.2554	    0.2613	    0.2759	    0.2819	    0.2788	    0.2760	    0.2800	    0.2880	    0.3000	    0.3179	    0.3364	    0.3466	    0.3464	    0.3415	    0.3331	    0.3314	    0.3480	    0.3817	
133	  190.00	  190.00	  190.00	 0.39449	 0.41328	 0.36325	   70.40	   -1.25	   -3.17	    0.2522	    0.2689	    0.2806	    0.2879	    0.3333	    0.4019	    0.4297	    0.4436	    0.4574	    0.4709	    0.4749	    0.4683	    0.4612	    0.4467	    0.4304	    0.4299	    0.4305	    0.4045	    0.3788	    0.3839	    0.3977	    0.4034	    0.4005	    0.3979	    0.4021	    0.4102	    0.4224	    0.4402	    0.4589	    0.4694	    0.4709	    0.4677	    0.4623	    0.4614	    0.4769	    0.5090	
134	   90.00	   90.00	   90.00	 0.06577	 0.06898	 0.06539	   31.57	   -0.77	   -3.88	    0.0434	    0.0463	    0.0483	    0.0496	    0.0577	    0.0701	    0.0763	    0.0800	    0.0835	    0.0856	    0.0861	    0.0862	    0.0861	    0.0806	    0.0740	    0.0750	    0.0763	    0.0653	    0.0554	    0.0581	    0.0643	    0.0666	    0.0649	    0.0632	    0.0647	    0.0683	    0.0739	    0.0825	    0.0921	    0.0969	    0.0964	    0.0932	    0.0879	    0.0870	    0.0970	    0.1182	
